age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,age_group,Years_as_customer,vehicle_age,adjusted_csl,adjusted_deductible,adjusted_annual_premium,adjusted_additional_services,loss_amount,weekday,month,policy_bind_year
43.0,528385,1997-11-07,IL,500/1000,500.0,1320.39,0,604861,Female,Associate,Armed-Forces,Yachting,Not-In-Family,0.0,0,2015-01-19,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Arlington,6603 Francis Hwy,16,1,Unknown,2,1,Unknown,79970.0,7270.0,21810.0,50890.0,Honda,CRV,1996,Y,Adult,3,28,500/1000,1500,1320.39,[],78649.61,Monday,January,1997
41.0,228403,2004-04-20,IN,100/300,1000.0,1435.09,0,471519,Female,College,Machine-Op-Inspct,Bungie-Jumping,Not-In-Family,36600.0,0,2015-01-11,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Northbrook,7069 4th Hwy,17,1,No,2,0,Unknown,56610.0,6290.0,6290.0,44030.0,Chevrolet,Tahoe,1995,N,Adult,21,29,500/1000,1500,1435.09,[],55174.91,Sunday,January,2004
30.0,209177,2009-11-17,IN,500/1000,500.0,1448.54,0,618682,Female,JD,Craft-Repair,Polo,Wife,58600.0,0,2015-02-11,Single Vehicle Collision,Side Collision,Major Damage,Fire,VA,Northbrook,5093 Flute Lane,9,1,Yes,1,1,Unknown,84590.0,7690.0,7690.0,69210.0,Toyota,Highlander,2000,Y,Adult,12,24,500/1000,1500,1448.54,[],83141.46,Wednesday,February,2009
38.0,497929,2009-09-19,OH,250/500,500.0,1733.56,0,441425,Male,High School,Sales,Sleeping,Wife,0.0,-43800,2015-01-09,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Hillsdale,5894 Flute Drive,13,3,No,2,1,Yes,66780.0,7420.0,14840.0,44520.0,Mercedes,ML350,1996,N,Adult,13,28,500/1000,1500,1733.56,[],65046.44,Friday,January,2009
36.0,735844,2009-11-08,IN,100/300,500.0,1533.07,0,609336,Male,JD,Farming-Fishing,Exercise,Own-Child,0.0,-28800,2015-01-20,Single Vehicle Collision,Rear Collision,Major Damage,Police,NC,Springfield,8459 Apache Ave,13,1,Yes,1,2,Yes,58500.0,0.0,6500.0,52000.0,Ford,Escape,2001,N,Adult,4,23,500/1000,1500,1533.07,[],56966.93,Tuesday,January,2009
41.0,710741,2001-09-12,IL,100/300,500.0,1106.77,0,603320,Female,College,Prof-Specialty,Golf,Other-Relative,45500.0,-62500,2015-02-26,Parked Car,Unknown,Trivial Damage,Police,WV,Columbus,7447 Lincoln Ridge,3,1,Unknown,2,0,No,5000.0,500.0,500.0,4000.0,Dodge,RAM,2003,N,Adult,23,21,500/1000,1500,1106.77,[],3893.23,Thursday,February,2001
29.0,276804,1992-11-27,IL,100/300,500.0,995.7,5000000,615446,Female,JD,Priv-House-Serv,Chess,Unmarried,0.0,0,2015-02-02,Parked Car,Unknown,Trivial Damage,Police,PA,Springfield,1821 Andromedia Ridge,3,1,Unknown,2,1,Unknown,5000.0,500.0,1000.0,3500.0,Mercedes,E400,2008,Y,Young Adult,0,16,250/500,1000,1194.84,['roadside assistance'],4004.3,Monday,February,1992
41.0,507545,1998-12-07,IL,250/500,1000.0,1298.85,6000000,435967,Female,High School,Sales,Camping,Other-Relative,71300.0,-70300,2015-01-04,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,6859 Flute Ridge,16,3,Unknown,1,3,Yes,54450.0,6050.0,12100.0,36300.0,Saab,92x,2007,N,Adult,23,17,500/1000,1500,1298.85,[],53151.15,Sunday,January,1998
38.0,485642,1990-08-25,OH,250/500,1000.0,1276.73,5000000,610246,Female,Masters,Handlers-Cleaners,Bungie-Jumping,Other-Relative,0.0,0,2015-02-19,Multi-vehicle Collision,Front Collision,Major Damage,Police,WV,Northbrook,4175 Elm Ridge,12,3,No,1,3,Unknown,61920.0,6880.0,6880.0,48160.0,Saab,93,2003,N,Adult,19,21,500/1000,1500,1276.73,[],60643.27,Thursday,February,1990
29.0,796375,2011-10-22,OH,250/500,2000.0,1202.28,0,479327,Male,High School,Exec-Managerial,Cross-Fit,Other-Relative,0.0,-61400,2015-01-12,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,VA,Hillsdale,5007 Oak St,4,1,Unknown,1,2,No,43700.0,4370.0,4370.0,34960.0,Nissan,Pathfinder,2007,Y,Young Adult,5,17,250/500,1000,1442.7359999999999,['roadside assistance'],42497.72,Monday,January,2011
31.0,171183,1990-02-01,IN,100/300,500.0,671.92,0,468300,Male,Masters,Machine-Op-Inspct,Bungie-Jumping,Wife,0.0,-26400,2015-01-24,Single Vehicle Collision,Front Collision,Minor Damage,Other,NC,Riverwood,5790 Flute Ridge,3,1,Unknown,2,0,Unknown,64080.0,7120.0,7120.0,49840.0,Ford,Escape,1997,N,Adult,8,27,500/1000,1500,671.92,[],63408.08,Saturday,January,1990
35.0,110084,1990-11-27,IL,250/500,1000.0,1358.03,0,612660,Male,JD,Sales,Chess,Own-Child,59300.0,-31400,2015-02-17,Single Vehicle Collision,Rear Collision,Total Loss,Other,SC,Hillsdale,8704 Britain Lane,0,1,No,2,1,Unknown,55000.0,10000.0,10000.0,35000.0,Volkswagen,Jetta,2008,Y,Adult,1,16,500/1000,1500,1358.03,[],53641.97,Tuesday,February,1990
27.0,714784,2004-07-16,IN,250/500,1000.0,1008.79,4000000,466691,Female,Masters,Adm-Clerical,Video-Games,Own-Child,46000.0,0,2015-01-13,Vehicle Theft,Unknown,Trivial Damage,Police,WV,Columbus,7816 MLK Lane,19,1,No,2,3,Unknown,4400.0,0.0,550.0,3850.0,Toyota,Camry,2000,N,Young Adult,5,24,250/500,1000,1210.548,['roadside assistance'],3391.21,Tuesday,January,2004
27.0,143924,1993-12-10,OH,100/300,1000.0,1141.1,0,468515,Male,JD,Armed-Forces,Movies,Other-Relative,0.0,0,2015-02-28,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Hillsdale,3618 Maple Lane,15,2,Unknown,0,1,Yes,71640.0,5970.0,11940.0,53730.0,Toyota,Highlander,2008,N,Young Adult,6,16,250/500,1000,1369.32,['roadside assistance'],70498.9,Saturday,February,1993
44.0,996850,1995-03-08,OH,100/300,1000.0,1397.0,0,614521,Male,High School,Machine-Op-Inspct,Reading,Not-In-Family,0.0,0,2015-01-03,Single Vehicle Collision,Rear Collision,Minor Damage,Other,NY,Arlington,7705 Lincoln Drive,6,1,No,1,0,No,61740.0,6860.0,6860.0,48020.0,Accura,MDX,1997,N,Adult,20,27,500/1000,1500,1397.0,[],60343.0,Saturday,January,1995
27.0,284834,2009-08-03,OH,500/1000,1000.0,1664.66,0,465921,Female,Associate,Priv-House-Serv,Golf,Own-Child,0.0,-66200,2015-02-05,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,SC,Springfield,8602 Washington Ridge,3,1,Unknown,0,3,Unknown,57500.0,5750.0,5750.0,46000.0,Audi,A3,2010,N,Young Adult,9,14,250/500,1000,1997.592,['roadside assistance'],55835.34,Thursday,February,2009
39.0,830878,1996-11-03,IN,250/500,1000.0,1151.39,4000000,604555,Female,Masters,Exec-Managerial,Reading,Wife,0.0,-63900,2015-01-01,Parked Car,Unknown,Minor Damage,Police,NY,Springfield,2832 Andromedia Lane,17,1,Yes,0,0,Unknown,8700.0,870.0,1740.0,6090.0,Accura,RSX,2003,N,Adult,19,21,500/1000,1500,1151.39,[],7548.61,Thursday,January,1996
46.0,270208,2004-08-09,OH,100/300,2000.0,1546.01,0,616276,Female,MD,Adm-Clerical,Polo,Wife,0.0,0,2015-01-06,Multi-vehicle Collision,Front Collision,Total Loss,Police,VA,Riverwood,9760 4th Hwy,4,4,No,2,1,Unknown,77100.0,15420.0,7710.0,53970.0,Volkswagen,Jetta,1996,N,Adult,22,28,500/1000,1500,1546.01,[],75553.99,Tuesday,January,2004
57.0,407958,1991-07-20,IL,250/500,500.0,1063.67,0,463356,Male,Masters,Priv-House-Serv,Dancing,Wife,0.0,0,2015-02-03,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,2509 Rock Drive,14,1,No,2,0,Yes,59400.0,6600.0,6600.0,46200.0,Dodge,Neon,1995,N,Senior,38,29,750/1500,2000,850.9360000000001,['rental car coverage'],58336.33,Tuesday,February,1991
46.0,832300,2005-01-14,IN,100/300,1000.0,709.14,0,450184,Male,Masters,Machine-Op-Inspct,Kayaking,Husband,0.0,0,2015-02-12,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbrook,2063 Weaver St,3,3,No,1,0,No,54890.0,9980.0,4990.0,39920.0,Toyota,Corolla,2006,N,Adult,25,18,500/1000,1500,709.14,[],54180.86,Thursday,February,2005
30.0,927205,2011-12-16,IL,250/500,500.0,1039.55,0,466393,Male,MD,Exec-Managerial,Kayaking,Unmarried,55600.0,-59700,2015-02-16,Multi-vehicle Collision,Front Collision,Minor Damage,Other,WV,Columbus,3818 Texas Ridge,4,3,Unknown,2,1,Unknown,74030.0,6730.0,13460.0,53840.0,Chevrolet,Tahoe,2005,N,Adult,11,19,500/1000,1500,1039.55,[],72990.45,Monday,February,2011
42.0,655356,1996-07-07,IL,250/500,500.0,1339.39,0,471786,Female,Associate,Adm-Clerical,Chess,Not-In-Family,0.0,0,2015-02-25,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,Columbus,3929 Elm Ave,13,1,Unknown,1,2,Yes,61490.0,11180.0,11180.0,39130.0,BMW,X5,1998,N,Adult,4,26,500/1000,1500,1339.39,[],60150.61,Wednesday,February,1996
27.0,831053,1992-08-05,IN,250/500,1000.0,1202.75,0,602289,Male,High School,Handlers-Cleaners,Board-Games,Not-In-Family,57900.0,-90100,2015-01-21,Multi-vehicle Collision,Front Collision,Minor Damage,Police,SC,Northbrook,9911 Britain Lane,23,3,No,0,2,Yes,79560.0,6630.0,13260.0,59670.0,Volkswagen,Passat,2003,N,Young Adult,6,21,250/500,1000,1443.3,['roadside assistance'],78357.25,Wednesday,January,1992
33.0,432740,1990-10-09,IL,100/300,2000.0,1081.17,0,445120,Male,MD,Sales,Yachting,Wife,0.0,-65200,2015-01-28,Parked Car,Unknown,Minor Damage,Police,NY,Northbend,3246 Britain Ridge,3,1,Unknown,0,1,No,4900.0,490.0,490.0,3920.0,Toyota,Camry,2010,N,Adult,10,14,500/1000,1500,1081.17,[],3818.83,Wednesday,January,1990
34.0,893853,1994-02-27,IL,250/500,500.0,991.39,0,449260,Male,High School,Tech-Support,Paintball,Other-Relative,45600.0,-61400,2015-02-27,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,2696 Cherokee Ridge,0,3,Unknown,1,0,No,77770.0,14140.0,14140.0,49490.0,Nissan,Pathfinder,2000,N,Adult,12,24,500/1000,1500,991.39,[],76778.61,Friday,February,1994
43.0,594988,2007-05-06,IN,500/1000,500.0,984.02,0,472724,Female,JD,Transport-Moving,Board-Games,Unmarried,75800.0,0,2015-02-10,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Columbus,5249 4th Ave,14,2,Unknown,2,2,Unknown,74700.0,7470.0,14940.0,52290.0,Nissan,Maxima,2007,Y,Adult,21,17,500/1000,1500,984.02,[],73715.98,Tuesday,February,2007
26.0,979544,2014-04-21,IL,100/300,500.0,1354.83,0,475173,Male,MD,Tech-Support,Sleeping,Husband,66300.0,0,2015-01-18,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Arlington,4721 Cherokee Hwy,14,2,No,2,2,Unknown,40600.0,4060.0,4060.0,32480.0,Volkswagen,Passat,2010,N,Young Adult,8,14,250/500,1000,1625.7959999999998,['roadside assistance'],39245.17,Sunday,January,2014
28.0,191891,2010-02-11,OH,100/300,1000.0,830.31,0,443854,Male,JD,Farming-Fishing,Video-Games,Husband,0.0,-32600,2015-01-13,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Springfield,8212 Flute Ridge,22,1,Unknown,1,0,Unknown,45270.0,10060.0,10060.0,25150.0,Jeep,Wrangler,2006,N,Young Adult,8,18,250/500,1000,996.3719999999998,['roadside assistance'],44439.69,Tuesday,January,2010
36.0,831479,2000-06-04,IL,100/300,2000.0,987.42,7000000,461418,Female,Associate,Machine-Op-Inspct,Kayaking,Own-Child,0.0,0,2015-01-31,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Springfield,3592 MLK Ridge,17,3,No,0,3,Unknown,47080.0,4280.0,8560.0,34240.0,Saab,93,2006,N,Adult,17,18,500/1000,1500,987.42,[],46092.58,Saturday,January,2000
57.0,714346,1991-10-05,OH,500/1000,500.0,1119.29,0,616164,Female,MD,Machine-Op-Inspct,Chess,Husband,0.0,0,2015-01-15,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Hillsdale,6494 4th Ave,14,1,Unknown,0,0,No,40700.0,4070.0,4070.0,32560.0,Volkswagen,Passat,2000,Y,Senior,36,24,750/1500,2000,895.432,['rental car coverage'],39580.71,Thursday,January,1991
27.0,326289,2004-01-03,OH,100/300,500.0,1048.39,0,620962,Female,Masters,Transport-Moving,Polo,Own-Child,0.0,0,2015-02-13,Single Vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,6608 Apache Lane,2,1,Unknown,2,1,Yes,34650.0,6300.0,3150.0,25200.0,Ford,F150,1996,N,Young Adult,7,28,250/500,1000,1258.068,['roadside assistance'],33601.61,Friday,February,2004
28.0,944537,1992-07-23,OH,500/1000,1000.0,1074.47,0,465201,Male,MD,Protective-Serv,Camping,Wife,0.0,0,2015-02-13,Parked Car,Unknown,Trivial Damage,Police,WV,Riverwood,1553 Lincoln St,4,1,Unknown,2,0,Unknown,3200.0,400.0,400.0,2400.0,Jeep,Grand Cherokee,2012,N,Young Adult,2,12,250/500,1000,1289.364,['roadside assistance'],2125.5299999999997,Friday,February,1992
42.0,779156,1993-10-10,IL,500/1000,1000.0,1230.76,0,470488,Male,High School,Machine-Op-Inspct,Yachting,Unmarried,0.0,-74200,2015-01-03,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,7628 4th Lane,2,1,Unknown,1,1,No,78980.0,7180.0,14360.0,57440.0,Saab,92x,1997,Y,Adult,17,27,500/1000,1500,1230.76,[],77749.24,Saturday,January,1993
31.0,856153,2002-07-09,OH,500/1000,500.0,1255.02,0,462250,Male,Associate,Sales,Reading,Not-In-Family,58200.0,0,2015-01-13,Parked Car,Unknown,Minor Damage,None,SC,Riverwood,3028 5th St,10,1,Yes,1,0,No,6160.0,560.0,1120.0,4480.0,Nissan,Ultima,1996,N,Adult,10,28,500/1000,1500,1255.02,[],4904.98,Tuesday,January,2002
60.0,473338,2010-11-14,IN,100/300,1000.0,1555.52,0,436408,Female,MD,Machine-Op-Inspct,Hiking,Own-Child,43600.0,-67800,2015-02-14,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NC,Northbrook,8949 Rock Hwy,11,1,Yes,1,1,No,85250.0,15500.0,7750.0,62000.0,Mercedes,E400,1999,N,Senior,35,25,750/1500,2000,1244.4160000000002,['rental car coverage'],83694.48,Saturday,February,2010
50.0,521694,1997-03-03,IL,100/300,2000.0,836.11,5000000,464230,Male,Masters,Sales,Camping,Not-In-Family,0.0,0,2015-01-20,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Springfield,9751 Tree St,1,4,Yes,1,2,No,72840.0,12140.0,6070.0,54630.0,Dodge,Neon,2010,N,Senior,25,14,750/1500,2000,668.888,['rental car coverage'],72003.89,Tuesday,January,1997
40.0,136520,1997-03-01,IN,100/300,500.0,1450.98,0,478609,Male,Associate,Exec-Managerial,Base-Jumping,Husband,43700.0,0,2015-01-18,Parked Car,Unknown,Trivial Damage,Police,WV,Northbend,4702 Texas Drive,20,1,Unknown,0,2,No,6050.0,1100.0,1100.0,3850.0,Toyota,Camry,2010,N,Adult,19,14,500/1000,1500,1450.98,[],4599.02,Sunday,January,1997
39.0,730819,1990-08-18,IN,250/500,2000.0,625.08,0,437156,Female,JD,Protective-Serv,Hiking,Wife,44200.0,-37000,2015-01-03,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Riverwood,2757 4th Hwy,10,1,No,2,3,Yes,87890.0,15980.0,7990.0,63920.0,BMW,X6,2014,Y,Adult,19,10,500/1000,1500,625.08,[],87264.92,Saturday,January,1990
47.0,912665,2014-05-28,IL,100/300,2000.0,1133.27,0,432218,Female,High School,Craft-Repair,Chess,Wife,0.0,-56400,2015-03-01,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Northbrook,6678 Weaver Drive,20,2,Unknown,0,2,Yes,60500.0,11000.0,5500.0,44000.0,Ford,F150,1999,Y,Adult,27,25,500/1000,1500,1133.27,[],59366.73,Sunday,March,2014
35.0,469966,2004-07-22,IN,500/1000,500.0,1366.6,0,620493,Female,MD,Machine-Op-Inspct,Kayaking,Other-Relative,0.0,0,2015-01-01,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,8667 Weaver Lane,10,3,Unknown,2,1,No,88220.0,16040.0,16040.0,56140.0,Chevrolet,Malibu,2008,N,Adult,10,16,500/1000,1500,1366.6,[],86853.4,Thursday,January,2004
37.0,952300,2009-08-02,OH,500/1000,1000.0,1439.9,6000000,475391,Female,Associate,Prof-Specialty,Video-Games,Husband,0.0,-48400,2015-01-29,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Springfield,4931 Maple Drive,2,2,No,1,2,No,53680.0,9760.0,4880.0,39040.0,Accura,MDX,2004,N,Adult,12,20,500/1000,1500,1439.9,[],52240.1,Thursday,January,2009
45.0,322609,2007-07-05,OH,500/1000,1000.0,1230.69,0,440720,Male,Masters,Transport-Moving,Golf,Not-In-Family,0.0,-54600,2015-01-10,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Springfield,3808 5th Ave,19,1,No,0,2,No,53800.0,5380.0,5380.0,43040.0,Accura,MDX,2006,N,Adult,23,18,500/1000,1500,1230.69,[],52569.31,Saturday,January,2007
29.0,890280,2010-01-24,OH,100/300,2000.0,1307.68,0,606942,Female,MD,Craft-Repair,Dancing,Husband,0.0,-48500,2015-01-29,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Columbus,1725 Solo Lane,10,1,Yes,1,2,No,54360.0,4530.0,9060.0,40770.0,Mercedes,E400,1995,Y,Young Adult,11,29,250/500,1000,1569.2160000000001,['roadside assistance'],53052.32,Thursday,January,2010
35.0,431583,2000-05-15,IL,500/1000,2000.0,1124.69,0,446971,Female,Masters,Handlers-Cleaners,Bungie-Jumping,Husband,0.0,0,2015-02-20,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Arlington,8097 Maple Lane,14,1,Yes,0,3,Yes,54340.0,9880.0,4940.0,39520.0,Toyota,Camry,2001,N,Adult,13,23,500/1000,1500,1124.69,[],53215.31,Friday,February,2000
35.0,155912,2008-03-21,OH,100/300,1000.0,1520.78,0,470538,Female,High School,Craft-Repair,Chess,Wife,0.0,-42900,2015-01-21,Parked Car,Unknown,Trivial Damage,None,SC,Columbus,3320 5th Hwy,5,1,Unknown,0,2,Yes,2860.0,520.0,260.0,2080.0,Chevrolet,Tahoe,1997,Y,Adult,11,27,500/1000,1500,1520.78,[],1339.22,Wednesday,January,2008
28.0,110143,1990-05-07,OH,100/300,2000.0,1609.11,0,601177,Male,High School,Craft-Repair,Polo,Own-Child,0.0,0,2015-01-18,Vehicle Theft,Unknown,Minor Damage,Police,WV,Hillsdale,9573 2nd Ave,8,1,Yes,2,1,Yes,5490.0,0.0,1220.0,4270.0,Saab,95,1999,N,Young Adult,8,25,250/500,1000,1930.9319999999998,['roadside assistance'],3880.8900000000003,Sunday,January,1990
45.0,808544,1991-02-05,IL,500/1000,1000.0,1358.91,0,451470,Male,Masters,Craft-Repair,Dancing,Unmarried,0.0,0,2015-01-09,Vehicle Theft,Unknown,Trivial Damage,Police,WV,Northbend,8336 1st Ridge,4,1,No,0,2,Unknown,7370.0,670.0,1340.0,5360.0,Suburu,Impreza,1997,N,Adult,24,27,500/1000,1500,1358.91,[],6011.09,Friday,January,1991
34.0,409074,1992-03-19,OH,500/1000,500.0,1295.87,0,438529,Female,PhD,Priv-House-Serv,Chess,Husband,0.0,0,2015-01-13,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NC,Columbus,3998 4th Hwy,4,3,Unknown,1,0,No,50800.0,5080.0,5080.0,40640.0,Audi,A3,1997,Y,Adult,2,27,500/1000,1500,1295.87,[],49504.13,Tuesday,January,1992
48.0,824728,2013-04-24,IL,250/500,500.0,1161.03,5000000,469742,Male,Associate,Adm-Clerical,Video-Games,Not-In-Family,45300.0,0,2015-02-13,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,VA,Northbrook,3966 Oak Hwy,20,2,Unknown,1,1,Unknown,41520.0,5190.0,5190.0,31140.0,Nissan,Ultima,2014,N,Adult,24,10,500/1000,1500,1161.03,[],40358.97,Friday,February,2013
38.0,606037,2009-04-10,OH,500/1000,2000.0,1441.06,0,435534,Female,Masters,Armed-Forces,Movies,Husband,53800.0,-78300,2015-01-08,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,Riverwood,7601 Andromedia Lane,18,1,Unknown,2,3,Yes,89650.0,8150.0,16300.0,65200.0,Dodge,RAM,2005,N,Adult,15,19,500/1000,1500,1441.06,[],88208.94,Thursday,January,2009
55.0,636843,2008-12-01,OH,100/300,1000.0,1097.99,0,442239,Female,JD,Other-Service,Base-Jumping,Unmarried,44400.0,-71500,2015-02-17,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Hillsdale,5160 2nd Hwy,0,3,No,0,3,No,39690.0,0.0,0.0,39690.0,Suburu,Legacy,1998,N,Senior,30,26,750/1500,2000,878.392,['rental car coverage'],38592.01,Tuesday,February,2008
32.0,111874,2000-07-05,IL,500/1000,1000.0,1464.42,0,468986,Female,High School,Exec-Managerial,Golf,Husband,79900.0,0,2015-01-15,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Springfield,3288 Tree Lane,1,1,Unknown,2,0,No,62260.0,5660.0,5660.0,50940.0,Saab,92x,1995,N,Adult,11,29,500/1000,1500,1464.42,[],60795.58,Thursday,January,2000
38.0,439844,2014-06-11,IL,250/500,500.0,1543.68,0,606988,Female,Masters,Prof-Specialty,Paintball,Not-In-Family,20200.0,0,2015-01-24,Single Vehicle Collision,Side Collision,Major Damage,Police,NC,Hillsdale,5874 1st Hwy,17,1,No,0,1,Yes,51920.0,9440.0,4720.0,37760.0,Audi,A3,2001,Y,Adult,15,23,500/1000,1500,1543.68,[],50376.32,Saturday,January,2014
40.0,463513,1995-04-23,IL,250/500,500.0,1390.89,5000000,453719,Male,College,Armed-Forces,Bungie-Jumping,Wife,0.0,-74400,2015-02-28,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Riverwood,6467 Best Ave,23,1,Unknown,2,2,Unknown,53460.0,9720.0,4860.0,38880.0,Volkswagen,Jetta,2009,N,Adult,21,15,500/1000,1500,1390.89,[],52069.11,Saturday,February,1995
43.0,577858,1990-09-16,OH,100/300,2000.0,1148.58,0,475524,Female,MD,Adm-Clerical,Golf,Not-In-Family,0.0,-71200,2015-02-16,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Arlington,6309 5th Ave,4,3,Yes,2,1,Yes,57100.0,5710.0,5710.0,45680.0,Honda,CRV,2014,N,Adult,20,10,500/1000,1500,1148.58,[],55951.42,Monday,February,1990
36.0,607351,1998-12-11,IN,250/500,500.0,1616.26,0,617804,Male,High School,Exec-Managerial,Yachting,Unmarried,50700.0,-57600,2015-02-09,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Springfield,8212 Rock Ave,0,3,No,2,3,Unknown,77440.0,14080.0,7040.0,56320.0,Dodge,Neon,2004,N,Adult,14,20,500/1000,1500,1616.26,[],75823.74,Monday,February,1998
40.0,682754,1995-10-09,IL,500/1000,500.0,1398.94,0,613399,Male,College,Craft-Repair,Bungie-Jumping,Husband,0.0,0,2015-01-24,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Riverwood,4107 MLK Ridge,11,1,No,1,2,No,68300.0,6830.0,13660.0,47810.0,Suburu,Forrestor,2003,N,Adult,19,21,500/1000,1500,1398.94,[],66901.06,Saturday,January,1995
32.0,757352,1999-12-21,OH,500/1000,1000.0,1238.92,0,453400,Male,Associate,Other-Service,Base-Jumping,Other-Relative,57800.0,-53700,2015-02-11,Parked Car,Unknown,Trivial Damage,None,NY,Arlington,4558 3rd Hwy,4,1,Unknown,0,2,Unknown,5060.0,460.0,920.0,3680.0,Honda,CRV,2012,N,Adult,9,12,500/1000,1500,1238.92,[],3821.08,Wednesday,February,1999
32.0,307469,2002-07-28,IL,100/300,1000.0,968.46,0,615767,Male,MD,Tech-Support,Chess,Not-In-Family,50800.0,-66200,2015-01-27,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Columbus,1762 Maple Hwy,0,3,Unknown,0,2,Unknown,59400.0,6600.0,13200.0,39600.0,Dodge,RAM,1995,Y,Adult,1,29,500/1000,1500,968.46,[],58431.54,Tuesday,January,2002
31.0,526296,1993-08-03,IL,100/300,500.0,1045.12,0,615311,Female,High School,Transport-Moving,Cross-Fit,Other-Relative,0.0,-28300,2015-01-19,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Springfield,5532 Francis Lane,2,3,No,0,2,Unknown,69930.0,0.0,15540.0,54390.0,Ford,Escape,2013,Y,Adult,10,11,500/1000,1500,1045.12,[],68884.88,Monday,January,1993
27.0,658816,2007-12-16,IN,100/300,1000.0,1537.33,0,468470,Female,College,Handlers-Cleaners,Board-Games,Husband,0.0,-74800,2015-02-20,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,6158 Sky Ridge,11,3,Yes,1,1,No,77700.0,7770.0,15540.0,54390.0,Jeep,Wrangler,2008,N,Young Adult,8,16,250/500,1000,1844.7959999999998,['roadside assistance'],76162.67,Friday,February,2007
54.0,913337,2008-02-10,OH,500/1000,500.0,912.3,0,461383,Male,College,Prof-Specialty,Yachting,Wife,58500.0,-44000,2015-01-10,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,Northbend,9214 Elm Ridge,23,3,No,2,1,Unknown,68750.0,12500.0,12500.0,43750.0,Audi,A5,2007,Y,Senior,29,17,750/1500,2000,729.84,['rental car coverage'],67837.7,Saturday,January,2008
29.0,488464,2006-10-01,OH,100/300,2000.0,1007.28,6000000,457727,Female,High School,Adm-Clerical,Movies,Husband,0.0,0,2015-02-21,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,1833 Solo Ave,17,3,No,1,3,Yes,91080.0,16560.0,16560.0,57960.0,Jeep,Wrangler,1995,N,Young Adult,9,29,250/500,1000,1208.7359999999999,['roadside assistance'],90072.72,Saturday,February,2006
